taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
1534349,['J386'],Mycolicibacterium helvum,1,6400811,4213252,6074,5918, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Mycobacteriaceae  Mycolicibacterium
1673428,['J1075'],Cuniculiplasma divulgatum,1,1878916,698217,1892,1834, Candidatus Thermoplasmatota  Thermoplasmata  Thermoplasmatales  Cuniculiplasmataceae  Cuniculiplasma
2500547,['J75'],Apibacter raozihei,1,3293048,1059129,2938,2879, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Apibacter
256839,['J118'],Shewanella decolorationis,1,4719362,2222974,4203,4050, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Shewanellaceae  Shewanella
2494374,['J118'],Tabrizicola piscis,5,4387422,2811244,4295,4194, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Paracoccaceae  Tabrizicola
279238,"['J22', 'J443']",Novosphingobium aromaticivorans DSM 12444,3,4233314,2756420,4086,3997, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Novosphingobium  Novosphingobium aromaticivorans
1302376,['J22'],Candidatus Pseudomonas adelgestsugas,1,1835598,724492,904,820, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
1789224,['J27'],Acinetobacter larvae,1,3741098,1557800,3305,3125, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Acinetobacter
47490,['J968'],Thermoanaerobacterium aotearoense,1,2668690,943968,2684,2592, Terrabacteria group  Bacillota  Clostridia  Thermoanaerobacterales  Thermoanaerobacteraceae  Thermoanaerobacterium
1151742,['J27'],Lactococcus taiwanensis,1,1995099,773709,1968,1865, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Lactococcus
2591633,['J346'],Lysobacter alkalisoli,1,3857091,2567288,3432,3280, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
1312364,"['J22', 'J27']",Brevundimonas albigilva,1,3336758,2300406,3366,3267, Pseudomonadota  Alphaproteobacteria  Caulobacterales  Caulobacteraceae  Brevundimonas
1982626,"['J14', 'J1130']",Faecalibacillus intestinalis,1,2869982,855123,3053,2912, Terrabacteria group  Bacillota  Erysipelotrichia  Erysipelotrichales  Coprobacillaceae  Faecalibacillus
926556,['J118'],Echinicola vietnamensis DSM 17526,1,5608040,2509805,4499,4407, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cyclobacteriaceae  Echinicola  Echinicola vietnamensis
2803865,['J118'],Aequorivita iocasae,1,3353883,1298434,3095,3034, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Aequorivita
535712,"['J346', 'J1230']",Candidatus Rhodoluna planktonica,1,1424506,741281,1396,1346, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Luna cluster  Luna-1 subcluster  Rhodoluna
2560010,['J14'],Actinomyces procaprae,1,3600355,2493360,3013,2897, Terrabacteria group  Actinomycetota  Actinomycetes  Actinomycetales  Actinomycetaceae  Actinomyces
2315862,['J346'],Paraflavitalea soli,1,8443189,4012428,6482,6415, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Chitinophagia  Chitinophagales  Chitinophagaceae  Paraflavitalea
521689,['J699'],Thiocapsa bogorovii,1,5649927,3613214,5051,4885, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Thiocapsa
2760713,['J346'],Lacibacter sediminis,1,5119652,2060492,4314,4255,
2591633,['J346'],Lysobacter alkalisoli,1,3857091,2567288,3432,3280, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1179773,['J43'],Saccharothrix espanaensis DSM 44229,1,9360653,6757461,8504,8314, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Saccharothrix  Saccharothrix espanaensis
712710,['J677'],Tannerella serpentiformis,1,3013600,1700489,2473,2340, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Tannerellaceae  Tannerella
260552,['J118'],Microbulbifer agarilyticus,1,4255625,2359341,3541,3465, Pseudomonadota  Gammaproteobacteria  Cellvibrionales  Microbulbiferaceae  Microbulbifer
452863,"['J475', 'J14', 'J22', 'J26', 'J150', 'J30', 'J83', 'J25']",Pseudarthrobacter chlorophenolicus A6,3,4980870,3285305,4724,4572, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Pseudarthrobacter  Pseudarthrobacter chlorophenolicus
2562892,['J27'],Myroides albus,2,3785974,1291319,3405,3238, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Myroides
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1352936,['J42'],Streptomyces roseochromogenus subsp. oscitans DS 12.976,2,9782257,6730585,9102,8354, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces  Streptomyces roseochromogenus  Streptomyces roseochromogenus subsp. oscitans
1538158,['J254'],Rhizobium acidisoli,5,7497685,4576603,7223,6810, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Rhizobiaceae  Rhizobium/Agrobacterium group  Rhizobium
1274,['J26'],Dermacoccus nishinomiyaensis,2,3113642,2149812,2849,2748, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Dermacoccaceae  Dermacoccus
179637,"['J169', 'J168']",Halococcus dombrowskii,6,3965466,2465972,4056,3871, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Halococcaceae  Halococcus
651561,"['J74', 'J443', 'J346']",Chryseobacterium arthrosphaerae,1,5447405,2065706,4913,4777, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
2006110,['J443'],Luteimonas chenhongjianii,1,3351776,2289099,3034,2921,
2591633,['J346'],Lysobacter alkalisoli,1,3857091,2567288,3432,3280, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
2750812,['J51'],Actinomadura graeca,3,8979594,6498697,7926,7757, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Thermomonosporaceae  Actinomadura
318683,['J598'],Gluconobacter albidus,2,3369297,2004214,3141,3018, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Gluconobacter
1702097,['J172'],Saccharolobus caldissimus,1,3075795,1012063,3349,3160, TACK group  Thermoproteota  Thermoprotei  Sulfolobales  Sulfolobaceae  Saccharolobus
2282397,"['J74', 'J346']",Novosphingobium humi,4,4890578,3108390,4438,4349, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Novosphingobium
523850,['J350'],Thermococcus onnurineus NA1,1,1847607,947318,2055,1982, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus  Thermococcus onnurineus
113562,"['J475', 'J28', 'J1241', 'J52', 'J55']",Actinoplanes derwentensis,1,10654181,7389406,9589,9358, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Actinoplanes
2006110,['J118'],Luteimonas chenhongjianii,1,3351776,2289099,3034,2921, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Luteimonas
86332,['J1099'],Mogibacterium pumilum,1,1862768,753992,1800,1684, Terrabacteria group  Bacillota  Clostridia  Peptostreptococcales  Anaerovoracaceae  Mogibacterium
105559,['J1055'],Nitrosococcus watsonii C-113,3,3373286,1691293,3170,3055, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Nitrosococcus  Nitrosococcus watsonii
171404,['J475'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
651561,"['J74', 'J75']",Chryseobacterium arthrosphaerae,1,5447405,2065706,4913,4777, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
2547970,['J118'],Parashewanella tropica,1,4222191,1721915,3765,3610, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Shewanellaceae  Parashewanella
698758,"['J118', 'J181']",Amphibacillus xylanus NBRC 15112,1,2569486,917776,2467,2339, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Amphibacillus  Amphibacillus xylanus
152480,"['J22', 'J27', 'J1060']",Burkholderia ambifaria,4,7523597,5023897,6768,6593, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Burkholderia  Burkholderia cepacia complex
3003257,"['J346', 'J443']",Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
113562,"['J30', 'J42']",Actinoplanes derwentensis,1,10654181,7389406,9589,9358, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Actinoplanes
1824,"['J57', 'J43']",Nocardia asteroides,1,6983363,4879682,6476,6344, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Nocardia
36863,"['J346', 'J22']",Ideonella dechloratans,2,4544016,3145607,4263,4150, Pseudomonadota  Betaproteobacteria  Burkholderiales  Sphaerotilaceae  Ideonella
1897729,"['J118', 'J22', 'J321']",Halomonas aestuarii,1,3543891,2405711,3338,3228, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Halomonadaceae  Halomonas
171404,['J443'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
492,['J27'],Neisseria animalis,1,2236930,1159904,2089,1991, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Neisseria
1768108,['J346'],Deinococcus actinosclerus,1,3264334,2304592,3298,3202, Terrabacteria group  Deinococcota  Deinococci  Deinococcales  Deinococcaceae  Deinococcus
1538158,['J75'],Rhizobium acidisoli,5,7497685,4576603,7223,6810, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Rhizobiaceae  Rhizobium/Agrobacterium group  Rhizobium
2773454,['J118'],Marinomonas algicola,2,4490436,1871197,4119,3955, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Oceanospirillaceae  Marinomonas
410072,['J1130'],Coprococcus comes,1,3373067,1434309,3284,3135, Terrabacteria group  Bacillota  Clostridia  Lachnospirales  Lachnospiraceae  Coprococcus
660522,['J574'],Haloplanus aerogenes,2,3503092,2300810,3665,3575, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Haloplanus
1897729,"['J118', 'J41']",Halomonas aestuarii,1,3543891,2405711,3338,3228, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Halomonadaceae  Halomonas
1894,"['J45', 'J50']",Kitasatospora aureofaciens,2,7076402,5135317,6290,6025, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Kitasatospora
755307,['J574'],Salinigranum rubrum,6,4973118,3265991,5067,4739, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Salinigranum
2213200,['J43'],Nocardia mangyaensis,1,7310115,4977196,6660,6476, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Nocardia
155322,['J475'],Bacillus toyonensis,2,5787787,2036449,5887,5527, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Bacillus  Bacillus cereus group
1472767,['J168'],Lentibacillus amyloliquefaciens,1,3858284,1625108,3933,3752, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Lentibacillus
2220095,['J26'],Cryobacterium soli,1,4385465,3000184,4088,3999, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Cryobacterium
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
2497456,['J75'],Chryseobacterium aureum,1,5069854,1895999,4591,4471, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
1727163,['J118'],Algoriphagus sanaruensis,1,3882610,1607727,3353,3298, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cyclobacteriaceae  Algoriphagus
2865673,['J58'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
113562,"['J475', 'J22', 'J28', 'J346', 'J61', 'J574', 'J42', 'J118', 'J1067']",Actinoplanes derwentensis,1,10654181,7389406,9589,9358, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Actinoplanes
869888,['J574'],Salinarchaeum laminariae,1,3169627,2058246,3045,2967, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Natronoarchaeaceae  Salinarchaeum
1758178,['J118'],Celeribacter ethanolicus,2,4157437,2548322,4172,4061, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Roseobacteraceae  Celeribacter
1472767,['J28'],Lentibacillus amyloliquefaciens,1,3858284,1625108,3933,3752, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Lentibacillus
1750527,"['J74', 'J22', 'J346']",Roseomonas fluvialis,1,5481269,3871386,5253,5171, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Roseomonas
1903694,['J118'],Oceanisphaera avium,1,2902896,1365899,2705,2546, Pseudomonadota  Gammaproteobacteria  Aeromonadales  Aeromonadaceae  Oceanisphaera
2518370,['J118'],Nocardioides euryhalodurans,1,4017744,2902331,3970,3898, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
582899,['J79'],Hyphomicrobium denitrificans ATCC 51888,1,3638969,2212945,3531,3468, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Hyphomicrobiaceae  Hyphomicrobium  Hyphomicrobium denitrificans
279238,['J74'],Novosphingobium aromaticivorans DSM 12444,3,4233314,2756420,4086,3997, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Novosphingobium  Novosphingobium aromaticivorans
3003257,['J346'],Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
7757,['J118'],Petromyzon marinus,87,1028399038,488425748,22167,17580, Opisthokonta  Metazoa  Eumetazoa  Bilateria  Deuterostomia  Chordata  Craniata  Vertebrata  Cyclostomata  Hyperoartia  Petromyzontiformes  Petromyzontidae  Petromyzon
2608981,['J992'],Methylomonas rhizoryzae,1,4554005,2444085,4027,3932, Pseudomonadota  Gammaproteobacteria  Methylococcales  Methylococcaceae  Methylomonas
1701090,"['J28', 'J43']",Gordonia hongkongensis,1,5175544,3516639,4634,4495, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Gordoniaceae  Gordonia
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
370777,['J118'],Arenimonas daejeonensis,1,3032542,2071561,3135,2475, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Arenimonas
2498451,['J118'],Rheinheimera mangrovi,1,4628354,2160299,4133,4017, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Rheinheimera
348826,"['J306', 'J167']",Natronorubrum aibiense,4,4348483,2667152,4298,4106, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Natrialbaceae  Natronorubrum
2781962,['J26'],Agromyces archimandritae,1,3453307,2460710,3207,3103, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Agromyces
861360,"['J14', 'J22', 'J647', 'J75', 'J443']",Glutamicibacter arilaitensis Re117,3,3918192,2322381,3693,3523, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Glutamicibacter  Glutamicibacter arilaitensis
570161,['J118'],Marinifilum fragile,1,4788252,1714710,3870,3768, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Marinilabiliales  Marinifilaceae  Marinifilum
2153354,['J443'],Klebsiella huaxiensis,2,6300829,3357010,5944,5698, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Klebsiella/Raoultella group  Klebsiella
1454006,['J346'],Siansivirga zeaxanthinifaciens CC-SAMT-1,1,3303986,1107957,2889,2809, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Siansivirga  Siansivirga zeaxanthinifaciens
1873524,['J1080'],Halodesulfurarchaeum formicicum,1,2085946,1327103,2191,2127, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Halobacteriaceae  Halodesulfurarchaeum
2599293,['J26'],Humibacter ginsenosidimutans,1,4183638,2855835,3869,3720, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Humibacter
1267217,['J27'],Melaminivora jejuensis,1,3668757,2477305,3376,3232, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Melaminivora
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
302167,['J377'],Virgibacillus dokdonensis,1,4263520,1559797,3963,3811, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Virgibacillus
84110,['J282'],Slackia heliotrinireducens,1,3166158,1906405,2818,2748, Terrabacteria group  Actinomycetota  Coriobacteriia  Eggerthellales  Eggerthellaceae  Slackia
1849581,['J346'],Dyella caseinilytica,1,4812204,2866516,4209,4142, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Rhodanobacteraceae  Dyella
1300344,['J76'],Isoptericola dokdonensis DS-3,1,3826972,2824741,3497,3415, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Promicromonosporaceae  Isoptericola  Isoptericola dokdonensis
1285901,['J28'],Tessaracoccus defluvii,1,3864792,2679274,3760,3430, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Tessaracoccus
565042,['J13'],Bifidobacterium longum subsp. longum JCM 1217,1,2385164,1438962,2033,1898, Terrabacteria group  Actinomycetota  Actinomycetes  Bifidobacteriales  Bifidobacteriaceae  Bifidobacterium  Bifidobacterium longum  Bifidobacterium longum subsp. longum
2697563,"['J475', 'J26']",Brevibacterium atlanticum,1,4156794,2719264,3698,3605, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Brevibacteriaceae  Brevibacterium
481146,['J597'],Acetobacter ascendens,4,3285832,1716441,3107,2955, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Acetobacter
2056231,['J443'],Pseudomonas qingdaonensis,1,5938989,3789498,5466,5294, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
2712223,['J346'],Nocardioides anomalus,1,5120341,3753287,5154,5047, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
2518177,['J346'],Flavobacterium sangjuense,1,3130338,1129967,2668,2612, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
1347342,['J118'],Formosa agariphila KMM 3901,1,4228350,1407075,3621,3541, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Formosa  Formosa agariphila
1789672,['J346'],Skermanella mucosa,5,7840710,5270440,7291,7078, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Azospirillaceae  Skermanella
1046043,['J574'],Natronomonas gomsonensis,2,3652280,2296191,3895,3800, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloarculaceae  Natronomonas
1492737,['J346'],Flavobacterium gilvum,1,4402594,1548226,3547,3452, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
608538,['J893'],Hydrogenobacter thermophilus TK-6,1,1742932,766905,1960,1906, Aquificota  Aquificia  Aquificales  Aquificaceae  Hydrogenobacter  Hydrogenobacter thermophilus
2759526,"['J22', 'J346', 'J28', 'J75', 'J443']",Sphingomonas aliaeris,3,4262007,2743796,4140,3832, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingomonas
882626,['J118'],Pseudoalteromonas xiamenensis,2,4598500,1992973,4214,4004, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Pseudoalteromonadaceae  Pseudoalteromonas
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
1332264,['J28'],Tessaracoccus aquimaris,1,3934699,2706456,3708,3522, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Propionibacteriaceae  Tessaracoccus
178399,['J41'],Marinomonas primoryensis,1,4068722,1764274,3778,3651, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Oceanospirillaceae  Marinomonas
565655,"['J14', 'J84', 'J70', 'J27', 'J2', 'J13']",Enterococcus casseliflavus EC20,1,3427276,1468534,3190,3092, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Enterococcaceae  Enterococcus  Enterococcus casseliflavus
2268024,['J346'],Ephemeroptericola cinctiostellae,1,2723407,1314080,2508,2417, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Ephemeroptericola
279238,"['J75', 'J346']",Novosphingobium aromaticivorans DSM 12444,3,4233314,2756420,4086,3997, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Novosphingobium  Novosphingobium aromaticivorans
1484109,['J346'],Lichenicola cladoniae,8,6061304,3916203,5685,5416, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Lichenicola
1560345,"['J74', 'J346']",Sphingomonas panacis,2,5322941,3485820,4956,4835, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingomonas
1505907,['J811'],Thermococcus eurythermalis,2,2126164,1136521,2334,2250, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
1311,"['J70', 'J13', 'J256']",Streptococcus agalactiae,2,2079123,742893,2078,1873, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Streptococcus
413882,['J346'],Caldimonas brevitalea,1,6476147,4372306,5588,5462, Pseudomonadota  Betaproteobacteria  Burkholderiales  Sphaerotilaceae  Caldimonas
1211326,['J346'],Spirosoma aerolatum,1,7959595,3848231,6690,6609, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
161398,['J118'],Pseudoalteromonas phenolica,2,4868993,1975835,4325,4164, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Pseudoalteromonadaceae  Pseudoalteromonas
2792008,['J43'],Pseudonocardia abyssalis,2,6305989,4630913,6195,6062, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Pseudonocardia
3003257,['J346'],Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
171404,['J28'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
2808900,['J118'],Polaribacter batillariae,1,3890129,1206948,3426,3291, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Polaribacter
662858,['J346'],Sphingobacterium bambusae,1,5561552,2470783,4623,4526, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Sphingobacterium
2909249,['J118'],Erythrobacter aurantius,1,3422084,2109141,3289,3221, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Erythrobacteraceae  Erythrobacter/Porphyrobacter group  Erythrobacter
323450,['J346'],Pontibacter actiniarum,2,4974797,2644538,4350,4267, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Pontibacter
2932251,['J346'],Hymenobacter aerilatus,3,5279535,2986633,4455,4376, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Hymenobacteraceae  Hymenobacter
1578165,['J386'],Mycobacteroides saopaulense,1,4649175,3012720,4595,4480, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Mycobacteriaceae  Mycobacteroides
114528,['J1099'],Mogibacterium neglectum,3,1747241,706099,1660,1594, Terrabacteria group  Bacillota  Clostridia  Peptostreptococcales  Anaerovoracaceae  Mogibacterium
2865673,['J42'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
260552,['J118'],Microbulbifer agarilyticus,1,4255625,2359341,3541,3465, Pseudomonadota  Gammaproteobacteria  Cellvibrionales  Microbulbiferaceae  Microbulbifer
2175149,['J1007'],Halobaculum roseum,4,3719897,2528197,3782,3673, Euryarchaeota  Stenosarchaea group  Halobacteria  Halobacteriales  Haloferacaceae  Halobaculum
171404,['J475'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
1534348,['J386'],Mycolicibacterium sarraceniae,1,4828255,3184057,4866,4386, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Mycobacteriaceae  Mycolicibacterium
2690837,['J14'],Eggerthella guodeyinii,1,4175177,2762296,3568,3500, Terrabacteria group  Actinomycetota  Coriobacteriia  Eggerthellales  Eggerthellaceae  Eggerthella
1389489,['J26'],Leifsonia xyli subsp. cynodontis DSM 46306,1,2686418,1836042,2759,2442, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Leifsonia  Leifsonia xyli  Leifsonia xyli subsp. cynodontis
