,Organism DSMZ ID,TaxonID,Organism Name,Media list
7199,17536,254786,Streptococcus castoreus, COLUMBIA BLOOD medium
7200,20575,184246,Streptococcus constellatus subsp. constellatus, COLUMBIA BLOOD medium
7201,17475,184250,Streptococcus constellatus subsp. pharyngis, COLUMBIA BLOOD medium
7202,20562,1333,Streptococcus criceti, TRYPTICASE SOY Yeast extract medium
7203,8249,45634,Streptococcus cristatus, TODD-HEWITT medium
7204,21999,573564,Streptococcus dentapri, COLUMBIA BLOOD medium
7205,18963,384613,Streptococcus dentirousetti, COLUMBIA BLOOD medium
7206,19639,231233,Streptococcus devriesei, COLUMBIA BLOOD medium
7207,15616,102886,Streptococcus didelphis, COLUMBIA BLOOD medium
7208,5635,1317,Streptococcus downei, TRYPTICASE SOY Yeast extract medium
7209,20662,99822,Streptococcus dysgalactiae subsp. dysgalactiae, COLUMBIA BLOOD AGAR
7210,6176,119602,Streptococcus dysgalactiae subsp. equisimilis, TRYPTICASE SOY Yeast extract medium
7211,14446,155680,Streptococcus entericus, COLUMBIA BLOOD medium
7212,20561,148942,Streptococcus equi subsp. equi, COLUMBIA BLOOD medium
7213,17037,254358,Streptococcus equi subsp. ruminatorum, COLUMBIA BLOOD medium
7214,20727,40041,Streptococcus equi subsp. zooepidemicus, COLUMBIA BLOOD medium
7215,20062,1335,Streptococcus equinus, CORYNEBACTERIUM AGAR
7216,20646,1345,Streptococcus ferus, PYG-MEDIUM (modified)
7217,15349,165758,Streptococcus gallinaceus, TRYPTICASE SOY Yeast extract medium
7218,13808,315405,Streptococcus gallolyticus, TRYPTICASE SOY Yeast extract medium
7219,16831,53354,Streptococcus gallolyticus subsp. gallolyticus, BHI medium
7220,15879,59310,Streptococcus gallolyticus subsp. macedonicus, TRYPTICASE SOY Yeast extract medium
7221,15351,197614,Streptococcus gallolyticus subsp. pasteurianus, COLUMBIA BLOOD medium
7222,20568,1302,Streptococcus gordonii, COLUMBIA BLOOD medium
7223,17028,254785,Streptococcus halichoeri, COLUMBIA BLOOD medium
7224,19005,439219,Streptococcus henryi, COLUMBIA BLOOD medium
7225,20770,1337,Streptococcus hyointestinalis, TRYPTICASE SOY Yeast extract medium
7226,12220,149015,Streptococcus hyovaginalis, TRYPTICASE SOY Yeast extract medium
7227,21677,380397,Streptococcus ictaluri, COLUMBIA BLOOD medium
7228,22957,150055,Streptococcus infantarius subsp. coli, COLUMBIA BLOOD medium
7229,22960,150054,Streptococcus infantarius subsp. infantarius, COLUMBIA BLOOD medium
7230,12492,68892,Streptococcus infantis, COLUMBIA BLOOD medium
7231,20576,1346,Streptococcus iniae, COLUMBIA BLOOD medium
7232,20573,1338,Streptococcus intermedius, COLUMBIA BLOOD medium
7233,23027,684066,Streptococcus lactarius, COLUMBIA BLOOD medium
7234,15350,150055,Streptococcus lutetiensis, TRYPTICASE SOY Yeast extract medium
7235,20724,1339,Streptococcus macacae, COLUMBIA BLOOD medium
7236,18627,269666,Streptococcus marimammalium, COLUMBIA BLOOD medium
7237,18628,313439,Streptococcus massiliensis, COLUMBIA BLOOD medium
7238,19914,null,Streptococcus merioneseus, COLUMBIA BLOOD medium
7239,19192,400065,Streptococcus merionis, COLUMBIA BLOOD medium
7240,17118,229549,Streptococcus minor, COLUMBIA BLOOD medium
7241,12643,28037,Streptococcus mitis, COLUMBIA BLOOD medium
7242,6178,1309,Streptococcus mutans, COLUMBIA BLOOD medium
7243,20395,1303,Streptococcus oralis, CORYNEBACTERIUM medium WITH BLOOD
7244,15617,114652,Streptococcus orisratti, COLUMBIA BLOOD medium
7245,18307,282078,Streptococcus orisuis, COLUMBIA BLOOD AGAR
7246,16829,82806,Streptococcus ovis, COLUMBIA BLOOD medium
7247,6778,1318,Streptococcus parasanguinis, TRYPTICASE SOY Yeast extract medium
7248,6631,1348,Streptococcus parauberis, TRYPTICASE SOY Yeast extract medium
7249,12493,68891,Streptococcus peroris, COLUMBIA BLOOD medium
7250,15635,119224,Streptococcus phocae, TRYPTICASE SOY Yeast extract medium
7251,20574,1323,Streptococcus pleomorphus, PYG-MEDIUM (modified)
7252,15636,82348,Streptococcus pluranimalium, COLUMBIA BLOOD medium
7253,22810,456876,Streptococcus plurextorum, COLUMBIA BLOOD medium
7254,14378,1313,Streptococcus pneumoniae, COLUMBIA BLOOD medium
7255,23759,502567,Streptococcus porci, COLUMBIA BLOOD medium
7256,20725,1340,Streptococcus porcinus, COLUMBIA BLOOD medium
7257,18670,257758,Streptococcus pseudopneumoniae, COLUMBIA BLOOD AGAR
7258,18513,361101,Streptococcus pseudoporcinus, COLUMBIA BLOOD medium
7259,20565,1314,Streptococcus pyogenes, COLUMBIA BLOOD medium
7260,20564,1341,Streptococcus ratti, TRYPTICASE SOY Yeast extract medium
7261,20067,1304,Streptococcus salivarius subsp. salivarius, COLUMBIA BLOOD medium
7262,8713,1308,Streptococcus salivarius subsp. thermophilus, M17 medium (modified)
7263,20068,1305,Streptococcus sanguinis, COLUMBIA BLOOD medium
7264,14990,176090,Streptococcus sinensis, TRYPTICASE SOY Yeast extract medium
7265,20381,1310,Streptococcus sobrinus, COLUMBIA BLOOD medium
7266,14369,null,Streptococcus sp., COLUMBIA BLOOD medium
7267,9682,1307,Streptococcus suis, STREPTOCOCCUS SUIS medium
7268,12222,55085,Streptococcus thoraltensis, TRYPTICASE SOY Yeast extract medium
7269,24864,1077464,Streptococcus tigurinus, COLUMBIA BLOOD medium
7270,20569,1349,Streptococcus uberis, COLUMBIA BLOOD medium
7271,16830,149016,Streptococcus urinalis, COLUMBIA BLOOD medium
7272,22768,648567,Streptococcus ursoris, COLUMBIA BLOOD medium
7273,5636,1343,Streptococcus vestibularis, COLUMBIA BLOOD medium
7274,22440,null,Streptohalobacillus salinus, MEDIUM 514 MODIFIED FOR DSM 22440
7275,44588,183763,Streptomonospora alb, MEDIUM 65 MODIFIED FOR DSM 44588
7276,45171,null,Streptomonospora amylolytic, M1-NOCARDIOPSIS ARABIA medium
7277,45155,null,Streptomonospora flavalb, BACTO MARINE BROTH (DIFCO 2216)
7278,45075,427369,Streptomonospora halophil, BACTO MARINE BROTH (DIFCO 2216)
7279,44593,104205,Streptomonospora salin, MEDIUM 65 MODIFIED FOR DSM 44593
7280,44976,null,Streptomonospora sp., BACTO MARINE BROTH (DIFCO 2216)
7281,40038,97398,Streptomyces abikoensis, GYM STREPTOMYCES medium
7282,40033,67265,Streptomyces aburaviensis, GYM STREPTOMYCES medium
7283,42024,null,Streptomyces abyssalis, ROLLED OATS MINERAL medium
7284,40028,67256,Streptomyces achromogenes subsp. achromogenes, GYM STREPTOMYCES medium
7285,40789,285531,Streptomyces achromogenes subsp. rubradiris, GYM STREPTOMYCES medium
7286,41670,42234,Streptomyces acidiscabies, GYM STREPTOMYCES medium
7287,41644,270689,Streptomyces aculeolatus, ROLLED OATS MINERAL medium
7288,40228,66865,Streptomyces afghaniensis, GYM STREPTOMYCES medium
7289,41829,231024,Streptomyces africanus, GYM STREPTOMYCES medium
7290,40606,68171,Streptomyces alanosinicus, GYM STREPTOMYCES medium
7291,40478,68172,Streptomyces albaduncus, GYM STREPTOMYCES medium
7292,41799,329523,Streptomyces albiaxialis, GYM STREPTOMYCES medium
7293,41800,329524,Streptomyces albidochromogenes, GYM STREPTOMYCES medium
7294,41186,1886,Streptomyces albidoflavus, GYM STREPTOMYCES medium
7295,41598,114683,Streptomyces albiflaviniger, GYM STREPTOMYCES medium
7296,40268,66866,Streptomyces albofaciens, GYM STREPTOMYCES medium
7297,40045,67267,Streptomyces alboflavus, GYM STREPTOMYCES medium
7298,46449,1887,Streptomyces albogriseolus, GYM STREPTOMYCES medium
7299,40570,68173,Streptomyces albolongus, GYM STREPTOMYCES medium
7300,40043,132473,Streptomyces alboniger, GYM STREPTOMYCES medium
7301,41674,285515,Streptomyces albospinus, GYM STREPTOMYCES medium
7302,41672,285555,Streptomyces albosporeus subsp. labilomyceticus, GYM STREPTOMYCES medium
7303,40492,68570,Streptomyces albulus, GYM STREPTOMYCES medium
7304,41209,1888,Streptomyces albus, GYM STREPTOMYCES medium
7305,943,67257,Streptomyces albus subsp. albus, GYM STREPTOMYCES medium
7306,40799,241420,Streptomyces albus subsp. pathocidicus, GYM STREPTOMYCES medium
7307,41835,null,Streptomyces alcalophilus, MEDIUM 65 MODIFIED FOR DSM 41835
7308,41909,476550,Streptomyces aldersoniae, GYM STREPTOMYCES medium
7309,40447,67270,Streptomyces almquistii, GYM STREPTOMYCES medium
7310,42036,380248,Streptomyces alni, GYM STREPTOMYCES medium
7311,40092,83380,Streptomyces althioticus, GYM STREPTOMYCES medium
7312,40219,67271,Streptomyces amakusaensis, GYM STREPTOMYCES medium
7313,40053,1889,Streptomyces ambofaciens, GYM STREPTOMYCES medium
7314,40535,285454,Streptomyces anandii, GYM STREPTOMYCES medium
7315,41683,null,Streptomyces angustmyceticus, GYM STREPTOMYCES medium
7316,41422,68174,Streptomyces anthocyanicus, GYM STREPTOMYCES medium
7317,46477,1890,Streptomyces antibioticus, OATMEAL AGAR
7318,40284,68175,Streptomyces antimycoticus, GYM STREPTOMYCES medium
7319,46465,1892,Streptomyces anulatus, OATMEAL AGAR
7320,42049,676205,Streptomyces aomiensis, GYM STREPTOMYCES medium
7321,40527,67273,Streptomyces ardus, GYM STREPTOMYCES medium
7322,40293,29301,Streptomyces arenae, GYM STREPTOMYCES medium
7323,46483,67274,Streptomyces argenteolus, OATMEAL AGAR
7324,43125,83291,Streptomyces armeniacus, GYM STREPTOMYCES medium
7325,41953,481002,Streptomyces artemisiae, GYM STREPTOMYCES medium
7326,40822,476551,Streptomyces ascomycinicus, GYM STREPTOMYCES medium
7327,41761,114695,Streptomyces asiaticus, GYM STREPTOMYCES medium
7328,41452,285570,Streptomyces asterosporus, GYM STREPTOMYCES medium
7329,42065,null,Streptomyces atacamensis, GYM STREPTOMYCES medium
7330,41673,1893,Streptomyces atratus, GYM STREPTOMYCES medium
7331,41860,545121,Streptomyces atriruber, GYM STREPTOMYCES medium
7332,46459,66869,Streptomyces atroolivaceus, OATMEAL AGAR
7333,41467,285556,Streptomyces atrovirens, GYM STREPTOMYCES medium
7334,46448,47760,Streptomyces aurantiacus, OATMEAL AGAR
7335,41171,66870,Streptomyces aurantiogriseus, GYM STREPTOMYCES medium
7336,41897,114687,Streptomyces auratus, GYM STREPTOMYCES medium
7337,40386,67275,Streptomyces aureocirculatus, GYM STREPTOMYCES medium
7338,41108,1894,Streptomyces aureofaciens, GYM STREPTOMYCES medium
7339,41692,285571,Streptomyces aureorectus, GYM STREPTOMYCES medium
7340,40080,66871,Streptomyces aureoverticillatus, GYM STREPTOMYCES medium
7341,41785,193461,Streptomyces aureus, GYM STREPTOMYCES medium
7342,40554,68178,Streptomyces avellaneus, GYM STREPTOMYCES medium
7343,46492,33903,Streptomyces avermitilis, OATMEAL AGAR
7344,41943,500153,Streptomyces avicenniae, STARCH - MINERAL salt - AGAR (STMS)
7345,46490,1895,Streptomyces avidinii, OATMEAL AGAR
7346,41948,552788,Streptomyces axinellae, GYM STREPTOMYCES medium
7347,40106,146537,Streptomyces azureus, GYM STREPTOMYCES medium
7348,40066,68179,Streptomyces bacillaris, GYM STREPTOMYCES medium
7349,40139,1941,Streptomyces badius, GYM STREPTOMYCES medium
7350,40744,33009,Streptomyces bambergiensis, GYM STREPTOMYCES medium
7351,41874,295352,Streptomyces bangladeshensis, GYM STREPTOMYCES medium
7352,41794,163361,Streptomyces beijiangensis, GYM STREPTOMYCES medium
7353,40185,66873,Streptomyces bellus, GYM STREPTOMYCES medium
7354,41083,1896,Streptomyces bikiniensis, GYM STREPTOMYCES medium
7355,40029,68180,Streptomyces blastmyceticus, GYM STREPTOMYCES medium
7356,40564,33897,Streptomyces bluensis, GYM STREPTOMYCES medium
7357,40056,67280,Streptomyces bobili, GYM STREPTOMYCES medium
7358,40262,42235,Streptomyces bottropensis, GYM STREPTOMYCES medium
7359,43159,1954,Streptomyces brasiliensis, GYM STREPTOMYCES medium
7360,42059,null,Streptomyces brevispor, GYM STREPTOMYCES medium
7361,41781,285568,Streptomyces bungoensis, GYM STREPTOMYCES medium
7362,41440,249586,Streptomyces cacaoi subsp. asoensis, GYM STREPTOMYCES medium
7363,41166,66857,Streptomyces cacaoi subsp. cacaoi, GYM STREPTOMYCES medium
7364,918,36816,Streptomyces caelestis, GYM STREPTOMYCES medium
7365,42045,661399,Streptomyces caeruleatus, GYM STREPTOMYCES medium
7366,40010,67282,Streptomyces calvus, GYM STREPTOMYCES medium
7367,40528,285453,Streptomyces canarius, GYM STREPTOMYCES medium
7368,937,67283,Streptomyces candidus, GYM STREPTOMYCES medium
7369,41769,114696,Streptomyces cangkringensis, GYM STREPTOMYCES medium
7370,41453,285557,Streptomyces caniferus, GYM STREPTOMYCES medium
7371,40017,58343,Streptomyces canus, GYM STREPTOMYCES medium
7372,41695,68182,Streptomyces capillispiralis, N-Z-AMINE-MEDIUM
7373,40494,68183,Streptomyces capoamus, GYM STREPTOMYCES medium
7374,41468,285558,Streptomyces carpaticus, GYM STREPTOMYCES medium
7375,43835,66369,Streptomyces carpinensis, GYM STREPTOMYCES medium
7376,40830,260811,Streptomyces castelarensis, GYM STREPTOMYCES medium
7377,41190,66875,Streptomyces catenulae, GYM STREPTOMYCES medium
7378,40300,67258,Streptomyces cavourensis, GYM STREPTOMYCES medium
7379,41798,230087,Streptomyces cebimarensis, GYM STREPTOMYCES medium
7380,40189,67285,Streptomyces cellostaticus, GYM STREPTOMYCES medium
7381,40839,58344,Streptomyces celluloflavus, GYM STREPTOMYCES medium
7382,40362,1968,Streptomyces cellulosae, GYM STREPTOMYCES medium
7383,46458,1969,Streptomyces chartreusis, OATMEAL AGAR
7384,40002,66876,Streptomyces chattanoogensis, GYM STREPTOMYCES medium
7385,41865,312720,Streptomyces cheonanensis, GYM STREPTOMYCES medium
7386,41224,68185,Streptomyces chrestomyceticus, GYM STREPTOMYCES medium
7387,40273,42881,Streptomyces chromofuscus, GYM STREPTOMYCES medium
7388,40420,68186,Streptomyces chryseus, GYM STREPTOMYCES medium
7389,41424,285559,Streptomyces chrysomallus subsp. fumigatus, GYM STREPTOMYCES medium
7390,41843,248131,Streptomyces chungwhensis, GYM STREPTOMYCES medium
7391,41469,285560,Streptomyces cinereorectus, GYM STREPTOMYCES medium
7392,40012,67262,Streptomyces cinereoruber subsp. cinereoruber, GYM STREPTOMYCES medium
7393,40692,152141,Streptomyces cinereoruber subsp. fructofermentans, GYM STREPTOMYCES medium
7394,41470,285561,Streptomyces cinereospinus, GYM STREPTOMYCES medium
7395,46481,1955,Streptomyces cinereus, OATMEAL AGAR
7396,41651,66422,Streptomyces cinerochromogenes, GYM STREPTOMYCES medium
7397,40467,67287,Streptomyces cinnabarinus, GYM STREPTOMYCES medium
7398,1042,1900,Streptomyces cinnamonensis, GYM STREPTOMYCES medium
7399,41501,53446,Streptomyces cinnamoneus, GYM STREPTOMYCES medium
7400,40479,68187,Streptomyces cirratus, GYM STREPTOMYCES medium
7401,40275,66877,Streptomyces ciscaucasicus, GYM STREPTOMYCES medium
7402,40843,68188,Streptomyces clavifer, GYM STREPTOMYCES medium
7403,738,1901,Streptomyces clavuligerus, GYM STREPTOMYCES medium
7404,41983,647381,Streptomyces coacervatus, GYM STREPTOMYCES medium
7405,42063,null,Streptomyces cocklensis, GYM STREPTOMYCES medium
7406,40421,68189,Streptomyces coelescens, GYM STREPTOMYCES medium
7407,41471,285562,Streptomyces coelicoflavus, GYM STREPTOMYCES medium
7408,40144,66879,Streptomyces coeruleofuscus, GYM STREPTOMYCES medium
7409,41472,285563,Streptomyces coeruleoprunus, GYM STREPTOMYCES medium
7410,41172,116188,Streptomyces coeruleorubidus, GYM STREPTOMYCES medium
7411,40146,29304,Streptomyces coerulescens, GYM STREPTOMYCES medium
7412,40129,42684,Streptomyces collinus, GYM STREPTOMYCES medium
7413,40220,1903,Streptomyces corchorusii, GYM STREPTOMYCES medium
7414,41827,329525,Streptomyces costaricanus, STARCH - MINERAL salt - AGAR (STMS)
7415,40147,66881,Streptomyces cremeus, GYM STREPTOMYCES medium
7416,40945,68191,Streptomyces crystallinus, GYM STREPTOMYCES medium
7417,40107,146536,Streptomyces curacoi, GYM STREPTOMYCES medium
7418,41425,66882,Streptomyces cuspidosporus, GYM STREPTOMYCES medium
7419,41177,66883,Streptomyces cyaneofuscatus, GYM STREPTOMYCES medium
7420,40108,1904,Streptomyces cyaneus, GYM STREPTOMYCES medium
7421,40198,66884,Streptomyces cyanoalbus, GYM STREPTOMYCES medium
7422,40149,66885,Streptomyces daghestanicus, GYM STREPTOMYCES medium
7423,41916,424188,Streptomyces deccanensis, GYM STREPTOMYCES medium
7424,41427,null,Streptomyces decoyicus, GYM STREPTOMYCES medium
7425,41600,588122,Streptomyces demainii, GYM STREPTOMYCES medium
7426,40934,285564,Streptomyces diastaticus subsp. ardesiacus, GYM STREPTOMYCES medium
7427,46455,68040,Streptomyces diastaticus subsp. diastaticus, OATMEAL AGAR
7428,40449,42236,Streptomyces diastatochromogenes, GYM STREPTOMYCES medium
7429,40743,68193,Streptomyces djakartensis, GYM STREPTOMYCES medium
7430,41857,202862,Streptomyces drozdowiczii, GYM STREPTOMYCES medium
7431,40539,68194,Streptomyces durhamensis, GYM STREPTOMYCES medium
7432,41863,319947,Streptomyces durmitorensis, GYM STREPTOMYCES medium
7433,40013,67293,Streptomyces echinatus, GYM STREPTOMYCES medium
7434,41696,68898,Streptomyces echinoruber, GYM STREPTOMYCES medium
7435,40741,83383,Streptomyces ederensis, GYM STREPTOMYCES medium
7436,41884,382503,Streptomyces emeiensis, GYM STREPTOMYCES medium
7437,40187,285533,Streptomyces endus, GYM STREPTOMYCES medium
7438,41454,332589,Streptomyces enissocaesilis, GYM STREPTOMYCES medium
7439,40116,284027,Streptomyces erythrogriseus, GYM STREPTOMYCES medium
7440,40051,66423,Streptomyces eurocidicus, GYM STREPTOMYCES medium
7441,41802,146819,Streptomyces europaeiscabiei, GYM STREPTOMYCES medium
7442,40014,42237,Streptomyces eurythermus, GYM STREPTOMYCES medium
7443,40060,1905,Streptomyces exfoliatus, GYM STREPTOMYCES medium
7444,41836,236510,Streptomyces ferralitis, GYM STREPTOMYCES medium
7445,40022,67294,Streptomyces filamentosus, GYM STREPTOMYCES medium
7446,41987,null,Streptomyces fildesensis, GYM STREPTOMYCES medium
7447,41185,66887,Streptomyces filipinensis, GYM STREPTOMYCES medium
7448,40942,68197,Streptomyces fimbriatus, GYM STREPTOMYCES medium
7449,46473,67296,Streptomyces finlayi, OATMEAL AGAR
7450,41125,67297,Streptomyces flaveolus, GYM STREPTOMYCES medium
7451,43153,66370,Streptomyces flaveus, GYM STREPTOMYCES medium
7452,40150,67298,Streptomyces flavidovirens, GYM STREPTOMYCES medium
7453,40366,68200,Streptomyces flavofungini, GYM STREPTOMYCES medium
7454,40152,66888,Streptomyces flavotricini, GYM STREPTOMYCES medium
7455,41479,284031,Streptomyces flavovariabilis, GYM STREPTOMYCES medium
7456,46453,52258,Streptomyces flavovirens, OATMEAL AGAR
7457,40153,66889,Streptomyces flavoviridis, GYM STREPTOMYCES medium
7458,40327,67300,Streptomyces flocculus, GYM STREPTOMYCES medium
7459,41129,1906,Streptomyces fradiae, GYM STREPTOMYCES medium
7460,40044,67301,Streptomyces fragilis, GYM STREPTOMYCES medium
7461,40593,68202,Streptomyces fulvissimus, GYM STREPTOMYCES medium
7462,41455,284028,Streptomyces fulvorobeus, GYM STREPTOMYCES medium
7463,40154,67302,Streptomyces fumanus, GYM STREPTOMYCES medium
7464,43154,66371,Streptomyces fumigatiscleroticus, GYM STREPTOMYCES medium
7465,41170,33898,Streptomyces galbus, GYM STREPTOMYCES medium
7466,40481,33899,Streptomyces galilaeus, GYM STREPTOMYCES medium
7467,40935,68204,Streptomyces gancidicus, GYM STREPTOMYCES medium
7468,41880,null,Streptomyces garden, BENNETT'S AGAR
7469,40064,66892,Streptomyces gardneri, GYM STREPTOMYCES medium
7470,41144,285446,Streptomyces gelaticus, GYM STREPTOMYCES medium
7471,41894,285548,Streptomyces geldanamycininus, GYM STREPTOMYCES medium
7472,40742,68207,Streptomyces geysiriensis, GYM STREPTOMYCES medium
7473,40746,35758,Streptomyces ghanaensis, GYM STREPTOMYCES medium
7474,43284,68208,Streptomyces gibsonii, GYM STREPTOMYCES medium
7475,41869,363866,Streptomyces ginsengisoli, GYM STREPTOMYCES medium
7476,41508,1907,Streptomyces glaucescens, GYM STREPTOMYCES medium
7477,41867,235986,Streptomyces glauciniger, GYM STREPTOMYCES medium
7478,41689,284044,Streptomyces glaucosporus, GYM STREPTOMYCES medium
7479,41456,284029,Streptomyces glaucus, GYM STREPTOMYCES medium
7480,41151,1908,Streptomyces globisporus, GYM STREPTOMYCES medium
7481,41149,68209,Streptomyces globosus, GYM STREPTOMYCES medium
7482,41457,284452,Streptomyces glomeratus, GYM STREPTOMYCES medium
7483,40429,68210,Streptomyces glomeroaurantiacus, GYM STREPTOMYCES medium
7484,42021,null,Streptomyces glycovorans, ROLLED OATS MINERAL medium
7485,41701,68211,Streptomyces gobitricini, GYM STREPTOMYCES medium
7486,40190,1942,Streptomyces goshikiensis, GYM STREPTOMYCES medium
7487,40324,53448,Streptomyces gougerotii, GYM STREPTOMYCES medium
7488,41474,284030,Streptomyces graminearus, GYM STREPTOMYCES medium
7489,42058,null,Streptomyces gramineus, GYM STREPTOMYCES medium
7490,41895,114688,Streptomyces griseiniger, STARCH - MINERAL salt - AGAR (STMS)
7491,40430,68213,Streptomyces griseoaurantiacus, GYM STREPTOMYCES medium
7492,40004,51201,Streptomyces griseocarneus, GYM STREPTOMYCES medium
7493,40499,68214,Streptomyces griseochromogenes, GYM STREPTOMYCES medium
7494,40456,35619,Streptomyces griseoflavus, GYM STREPTOMYCES medium
7495,40191,146922,Streptomyces griseofuscus, GYM STREPTOMYCES medium
7496,40274,29305,Streptomyces griseoincarnatus, GYM STREPTOMYCES medium
7497,40468,67303,Streptomyces griseoloalbus, GYM STREPTOMYCES medium
7498,41146,1909,Streptomyces griseolus, GYM STREPTOMYCES medium
7499,40392,29306,Streptomyces griseoluteus, GYM STREPTOMYCES medium
7500,40159,66895,Streptomyces griseomycini, GYM STREPTOMYCES medium
7501,40009,66896,Streptomyces griseoplanus, GYM STREPTOMYCES medium
7502,40160,66897,Streptomyces griseorubens, GYM STREPTOMYCES medium
7503,41175,1943,Streptomyces griseoruber, GYM STREPTOMYCES medium
7504,40469,67304,Streptomyces griseorubiginosus, GYM STREPTOMYCES medium
7505,40562,1910,Streptomyces griseosporeus, GYM STREPTOMYCES medium
7506,40161,66898,Streptomyces griseostramineus, GYM STREPTOMYCES medium
7507,40229,45398,Streptomyces griseoviridis, GYM STREPTOMYCES medium
7508,1054,1911,Streptomyces griseus, GYM STREPTOMYCES medium
7509,41944,310781,Streptomyces guanduensis, STARCH - MINERAL salt - AGAR (STMS)
7510,42047,364901,Streptomyces gulbargensis, GYM STREPTOMYCES medium
7511,41900,402648,Streptomyces hainanensis, GYM STREPTOMYCES medium
7512,41970,582855,Streptomyces haliclonae, GYM STREPTOMYCES medium
7513,41850,246615,Streptomyces halotolerans, BACTO MARINE BROTH (DIFCO 2216)
7514,40068,1944,Streptomyces halstedii, GYM STREPTOMYCES medium
7515,40042,67305,Streptomyces hawaiiensis, GYM STREPTOMYCES medium
7516,41837,229486,Streptomyces hebeiensis, GYM STREPTOMYCES medium
7517,41690,284032,Streptomyces heliomycini, GYM STREPTOMYCES medium
7518,40431,68216,Streptomyces helvaticus, GYM STREPTOMYCES medium
7519,42060,null,Streptomyces herbaceus, GYM STREPTOMYCES medium
7520,40123,68217,Streptomyces herbaricolor, GYM STREPTOMYCES medium
7521,41851,null,Streptomyces himgriensis, GYM STREPTOMYCES medium
7522,46480,66424,Streptomyces hiroshimensis, OATMEAL AGAR
7523,40095,35620,Streptomyces hirsutus, GYM STREPTOMYCES medium
7524,40263,52259,Streptomyces humidus, GYM STREPTOMYCES medium
7525,43030,66372,Streptomyces humiferus, GYM STREPTOMYCES medium
7526,42074,null,Streptomyces hyderabadensis, GYM STREPTOMYCES medium
7527,40586,1905,Streptomyces hydrogenans, GYM STREPTOMYCES medium
7528,41524,1912,Streptomyces hygroscopicus, GYM STREPTOMYCES medium
7529,41913,285529,Streptomyces hygroscopicus subsp. enhygrus, GYM STREPTOMYCES medium
7530,40823,249580,Streptomyces hygroscopicus subsp. glebosus, GYM STREPTOMYCES medium
7531,41535,68042,Streptomyces hygroscopicus subsp. hygroscopicus, GYM STREPTOMYCES medium
7532,40824,249581,Streptomyces hygroscopicus subsp. ossamyceticus, GYM STREPTOMYCES medium
7533,41950,479410,Streptomyces hypolithicus, GYM STREPTOMYCES medium
7534,40482,68219,Streptomyces iakyrus, GYM STREPTOMYCES medium
7535,43803,284033,Streptomyces indiaensis, GYM STREPTOMYCES medium
7536,42001,null,Streptomyces indicus, GYM STREPTOMYCES medium
7537,40124,67307,Streptomyces indigoferus, GYM STREPTOMYCES medium
7538,41759,114700,Streptomyces indonesiensis, GYM STREPTOMYCES medium
7539,40372,53449,Streptomyces intermedius, GYM STREPTOMYCES medium
7540,41441,68221,Streptomyces inusitatus, GYM STREPTOMYCES medium
7541,40383,103232,Streptomyces ipomoeae, GYM STREPTOMYCES medium
7542,41954,null,Streptomyces iranensis, GYM STREPTOMYCES medium
7543,40206,67308,Streptomyces janthinus, GYM STREPTOMYCES medium
7544,41866,235987,Streptomyces jietaisiensis, GYM STREPTOMYCES medium
7545,41555,1967,Streptomyces kanamyceticus, GYM STREPTOMYCES medium
7546,40819,1946,Streptomyces kasugaensis, GYM STREPTOMYCES medium
7547,40550,68223,Streptomyces katrae, GYM STREPTOMYCES medium
7548,41864,188770,Streptomyces koyangensis, GYM STREPTOMYCES medium
7549,41681,68225,Streptomyces kunmingensis, GYM STREPTOMYCES medium
7550,40162,67312,Streptomyces kurssanovii, GYM STREPTOMYCES medium
7551,41446,285569,Streptomyces labedae, GYM STREPTOMYCES medium
7552,40090,66900,Streptomyces lanatus, GYM STREPTOMYCES medium
7553,40163,67313,Streptomyces lateritius, GYM STREPTOMYCES medium
7554,41684,39478,Streptomyces laurentii, GYM STREPTOMYCES medium
7555,40217,67314,Streptomyces lavendofoliae, GYM STREPTOMYCES medium
7556,41571,1914,Streptomyces lavendulae, GYM STREPTOMYCES medium
7557,40385,66421,Streptomyces lavendulae subsp. grasserius, GYM STREPTOMYCES medium
7558,41193,58340,Streptomyces lavendulae subsp. lavendulae, GYM STREPTOMYCES medium
7559,40487,67315,Streptomyces lavenduligriseus, GYM STREPTOMYCES medium
7560,40216,67316,Streptomyces lavendulocolor, GYM STREPTOMYCES medium
7561,41458,285566,Streptomyces levis, GYM STREPTOMYCES medium
7562,41228,68044,Streptomyces libani subsp. libani, GYM STREPTOMYCES medium
7563,41230,249582,Streptomyces libani subsp. rufus, GYM STREPTOMYCES medium
7564,41475,284035,Streptomyces lienomycini, GYM STREPTOMYCES medium
7565,40254,68228,Streptomyces lilacinus, GYM STREPTOMYCES medium
7566,919,1915,Streptomyces lincolnensis, GYM STREPTOMYCES medium
7567,40164,67318,Streptomyces litmocidini, GYM STREPTOMYCES medium
7568,41428,68229,Streptomyces lomondensis, GYM STREPTOMYCES medium
7569,40165,28044,Streptomyces longisporoflavus, GYM STREPTOMYCES medium
7570,46441,68230,Streptomyces longispororuber, OATMEAL AGAR
7571,40166,1948,Streptomyces longisporus, GYM STREPTOMYCES medium
7572,41677,68231,Streptomyces longwoodensis, GYM STREPTOMYCES medium
7573,40317,67319,Streptomyces lucensis, GYM STREPTOMYCES medium
7574,41876,333384,Streptomyces lunalinharesii, GYM STREPTOMYCES medium
