,id,name,complex_medium,source,link,min_pH,max_pH,reference,description
2782,J921,JCM MEDIUM No. 921,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=921,7.0,7.0,,
2783,J922,MARINE AGAR 2216 WITH 1% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=922,,,,
2784,J923,PEAT MEDIUM 1 FOR METHANOREGURA BOONEI,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=923,5.1,5.1,,
2785,J924,PEAT MEDIUM 2 FOR METHANOBACTERIA,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=924,7.0,7.0,,
2786,J925,MRS MEDIUM WITH SOYBEAN PEPTONE,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=925,,,,
2787,J926,IRD MESOTOGA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=926,,,,
2788,J927,DESULFATIFERULA BERRENSE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=927,,,,
2789,J928,METHYLOBACTER MR1 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=928,6.5,6.5,,
2790,J929,HALANAEROBIUM SEHLINENSE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=929,8.3,8.3,,
2791,J930,LEIBOVITZ'S L-15 MEDIUM WITH 10% FBS AND 1.5% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=930,,,,
2792,J931,MRS MEDIUM WITH 2.5% NaCl (pH 9.0),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=931,9.0,9.0,,
2793,J932,OSCILLIBACTER GH MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=932,6.0,6.0,,
2794,J933,THERMOANAEROBACULUM AQUATICUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=933,6.0,6.0,,
2795,J934,ACIDILOBUS SACCHAROVORANS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=934,,,,
2796,J935,FERVIDICOCCUS FONTIS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=935,5.8,5.8,,
2797,J936,LX-D MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=936,6.5,6.5,,
2798,J937,IRD ALKALIPHILUS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=937,8.5,8.5,,
2799,J938,IRD MARINE CLOSTRIDIA MEDIUM-2,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=938,,,,
2800,J939,MODIFIED HALOSIMPLEX MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=939,,,,
2801,J940,AMINIVIBRIO ASINOENSIS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=940,,,,
2802,J941,SULFURIMONAS HONGKONGENSIS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=941,7.0,7.0,,
2803,J942,MH1 MEDIUM FOR HALARCHAEUM-2,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=942,4.5,4.5,,
2804,J943,TRYPTICASE SOY AGAR WITH 2% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=943,,,,
2805,J944,MW MEDIUM FOR METHANOSARCINA,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=944,6.5,6.5,,
2806,J945,MB MEDIUM FOR METHANOBACTERIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=945,6.5,6.5,,
2807,J946,KORTHOF'S MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=946,,,,
2808,J947,CALDICELLULOSIRUPTOR MEDIUM WITH 2.5% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=947,7.5,7.5,,
2809,J948,MODIFIED BALCH'S METHANOGEN MEDIUM 1/B,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=948,,,,
2810,J949,GAUZE'S SYNTHETIC MEDIUM NO. 1 (pH 5.3),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=949,5.3,5.3,,
2811,J950,NH-JN4 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=950,6.8,6.8,,
2812,J951,C41 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=951,7.0,7.0,,
2813,J952,ALGINATE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=952,5.5,5.5,,
2814,J953,IRD DESULFOCURVUS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=953,7.2,7.2,,
2815,J954,NEUTRAL OLIGOTROPHIC HALOARCHAEAL MEDIUM NO.3,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=954,7.0,7.0,,
2816,J955,THERMODESULFOBACTERIUM GEOFONTIS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=955,7.0,7.0,,
2817,J956,MODIFIED GROWTH MEDIUM WITH 23% TOTAL SALT CONCENTRATION,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=956,7.0,7.0,,
2818,J957,DESULFOHALOBIUM UTAHENSE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=957,,,,
2819,J958,SEA SALTS TYG MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=958,7.3,7.3,,
2820,J959,THERMANAEROBACTER THERMOPHILA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=959,7.2,7.2,,
2821,J960,SYNTROPHUS ACIDITROPHICUS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=960,,,,
2822,J961,MODIFIED HM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=961,7.0,7.0,,
2823,J962,GAL1 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=962,7.0,7.0,,
2824,J963,DESULFOTOMACULUM TONGENSE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=963,7.1,7.1,,
2825,J964,480G MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=964,,,,
2826,J965,G-S MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=965,7.4,7.4,,
2827,J966,PA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=966,7.0,7.0,,
2828,J967,KD-1 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=967,8.0,8.0,,
2829,J968,MODIFIED CALDICELLULOSIRUPTOR MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=968,7.2,7.2,,
2830,J969,EBIOS-GLUCOSE AGAR,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=969,,,,
2831,J970,ACIDIFFEROBACTER MURCIENSIS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=970,2.0,2.0,,
2832,J971,1/2 SME MEDIUM FOR YA,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=971,1.0,1.0,,
2833,J972,ARTIFICIAL SEAWATER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=972,7.5,7.5,,
2834,J973,HALORHABDUS SEGORENSIS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=973,7.0,7.0,,
2835,J974,ALKALINUS ABYSSINIESE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=974,,,,
2836,J975,SALINIVIBRIO SHARMENSIS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=975,9.0,9.0,,
2837,J976,THERMOFLEXUS HUNGENHOLTZII MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=976,6.0,6.0,,
2838,J977,VNG MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=977,8.1,8.1,,
2839,J978,THERMOCRINIS JAMIESONII  MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=978,7.2,7.2,,
2840,J979,M13 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=979,,,,
2841,J980,KUSHNERIA AURANTIA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=980,,,,
2842,J981,ANAEROBIC BICARBONATE-BUFFERED MEDIUM WITH PHENOL,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=981,,,,
2843,J982,KOSMOTOGA PACIFICA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=982,,,,
2844,J983,ARTIFICIAL SEAWATER MEDIUM WITH PULLULAN,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=983,7.3,7.3,,
2845,J984,MESANOSPIRILLUM X-18 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=984,6.5,6.5,,
2846,J985,METHANOMETHYLOVORANS UPONENSIS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=985,,,,
2847,J986,METHANOCOCCOIDES MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=986,7.1,7.1,,
2848,J987,CEJFB1T MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=987,7.6,7.6,,
2849,J988,MPOB MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=988,7.1,7.1,,
2850,J989,IRD AMINOBACTERIUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=989,7.2,7.2,,
2851,J990,MODIFIED MPOB MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=990,7.1,7.1,,
2852,J991,IRD FUSIBACTER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=991,,,,
2853,J992,DILUTED NITRATE MINERAL MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=992,,,,
2854,J993,ANAEROBIC ALKALINE YE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=993,9.0,9.0,,
2855,J994,MBM MEDIUM 2,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=994,7.5,7.5,,
2856,J995,M30,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=995,,,,
2857,J996,CAR BACILLUS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=996,,,,
2858,J997,MARINITOGA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=997,7.0,7.0,,
2859,J998,DESULFOSPOROSINUS ACIDODURANS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=998,2.5,2.5,,
2860,J999,GYM AGAR WITH 15% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=999,7.2,7.2,,
2861,J1000,PYVG MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1000,7.0,7.0,,
2862,J1001,MARINE AGAR 2216 (pH 8.5),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1001,8.5,8.5,,
2863,J1002,YTPS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1002,7.3,7.3,,
2864,J1003,ACIDIC HB-1 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1003,5.5,5.5,,
2865,J1004,FRESHWATER MEDIUM FOR SOIL AOA,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1004,7.0,7.0,,
2866,J1005,HALOPHILE STARCH-CASEIN MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1005,7.3,7.3,,
2867,J1006,HALOPHILIC SOB MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1006,7.5,7.5,,
2868,J1007,MODIFIED HALOBACTERIA MEDIUM-2,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1007,8.0,8.0,,
2869,J1008,MODIFIED HALOBACTERIA MEDIUM-3,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1008,7.5,7.5,,
2870,J1009,CLOSTRIDIUM SWELLFUNIANUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1009,7.3,7.3,,
2871,J1010,AMINOBACTERIUM SHUIJINGFANGII MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1010,7.4,7.4,,
2872,J1011,SW-7.5 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1011,7.5,7.5,,
2873,J1012,ACIDITHRIX FERROOYDANS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1012,,,,
2874,J1013,ACETIVIBRIO MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1013,7.8,7.8,,
2875,J1014,NASU IRON REDUCER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1014,6.0,6.0,,
2876,J1015,MARINE AGAR 2216 WITH  8.0% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1015,,,,
2877,J1016,MARINE AGAR 2216 (pH 9.0),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1016,9.0,9.0,,
2878,J1017,PFENNIG THERMOFILUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1017,6.0,6.0,,
2879,J1018,FRESHWATER SAP2 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1018,,,,
2880,J1019,MMJHS-2 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1019,,,,
2881,J1020,DESULFOCARBO INDIANENSIS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1020,,,,
2882,J1021,MM4Y MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1021,,,,
2883,J1022,JCM MEDIUM No. 1022,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1022,8.0,8.0,,
2884,J1023,PYVL MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1023,7.3,7.3,,
2885,J1024,THERMUS 162 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1024,7.2,7.2,,
2886,J1025,PYX MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1025,7.0,7.0,,
2887,J1026,IRD MARINIFILUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1026,7.2,7.2,,
2888,J1027,METHANOGENS SALINE WATER MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1027,,,,
2889,J1028,HORIKOSHI-I MEDIUM WITH 3.5% NaCl,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1028,,,,
2890,J1029,RUMEN BACTERIA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1029,6.8,6.8,,
2891,J1030,DISSULFURIMICROBIUM HYDROTHERMALE MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1030,,,,
2892,J1031,THERMOGUTTA HYPOGEA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1031,,,,
2893,J1032,SVX8 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1032,,,,
2894,J1033,ST65 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1033,,,,
2895,J1034,IRD SM40 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1034,7.5,7.5,,
2896,J1035,VXG GELLAN,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1035,5.5,5.5,,
2897,J1036,EGGC LIQUID MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1036,7.1,7.1,,
2898,J1037,MPYCY AGAR MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1037,7.7,7.7,,
2899,J1038,METHANOBACTERIUM MEDIUM (VI),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1038,7.1,7.1,,
2900,J1039,METHANOBACTERIUM MEDIUM (VII),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1039,,,,
2901,J1040,LB AGAR WITH MnSO<sub>4</sub>,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1040,7.0,7.0,,
2902,J1041,THIOBACILLUS PROSPERUS FO1 MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1041,6.0,6.0,,
2903,J1042,CALROANAEROBACTER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1042,7.0,7.0,,
2904,J1043,IRD MARINE DESULFOVIBRIO MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1043,7.0,7.0,,
2905,J1044,ML-15 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1044,,,,
2906,J1045,FASTIDIOUS ANAEROBE BROTH MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1045,7.1,7.1,,
2907,J1046,JCM MEDIUM No. 1046,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1046,,,,
2908,J1047,MARINITOGA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1047,7.0,7.0,,
2909,J1048,METHANOGEN HIGH SALT MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1048,7.0,7.0,,
2910,J1049,QUARTER STRENGTH MARINE BROTH 2216,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1049,,,,
2911,J1050,HALOMONAS/CUG MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1050,7.5,7.5,,
2912,J1051,ENDOMICROBIUM PROAVITUM RSA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1051,7.2,7.2,,
2913,J1052,573C MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1052,4.9,4.9,,
2914,J1053,DEFERRISOMA PALEOCHRORII MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1053,6.0,6.0,,
2915,J1054,MAIZE MEAL-SARDINE AGAR,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1054,,,,
2916,J1055,MARINE AOB MEDIUM (A),0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1055,7.0,7.0,,
2917,J1056,MARINE AOB MEDIUM (B),0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1056,7.0,7.0,,
2918,J1057,ACETOMICROBIUM FAECALE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1057,,,,
2919,J1058,DB CHARACTERIZATION MEDIUM NO.2 WITH 1% SEA SALTS,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1058,,,,
2920,J1059,PYGV MARINE MEDIUM (B),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1059,7.3,7.3,,
2921,J1060,NY AGAR,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1060,7.0,7.0,,
2922,J1061,HALOBACTERIA MH4.2 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1061,,,,
2923,J1062,DESULFUROMONAS CARBONIS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1062,,,,
2924,J1063,SEA SALTS YEAST EXTRACT GLUCOSE MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1063,7.0,7.0,,
2925,J1064,GEOSPOROBACTER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1064,7.8,7.8,,
2926,J1065,ACIDIFIED MPOB MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1065,,,,
2927,J1066,M25Y MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1066,5.5,5.5,,
2928,J1067,FRESHWATER IRON-OXIDIZING BACTERIA MEDIUM-II,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1067,,,,
2929,J1068,SALTWATER IRON-OXIDIZING BACTERIA  MEDIUM-II,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1068,,,,
2930,J1069,MICROAEROPHILIC LUTIBACTER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1069,6.2,6.2,,
2931,J1070,MO-XQ MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1070,7.5,7.5,,
2932,J1071,MO-YS MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1071,7.5,7.5,,
2933,J1072,1/2 GY AGAR,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1072,,,,
2934,J1073,MARINE SRB MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1073,,,,
2935,J1074,VULCANIBACILLUS B5 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1074,7.0,7.0,,
2936,J1075,CUNICULIPLASMA MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1075,1.1,1.1,,
2937,J1076,ALKALIPHILUS LACT MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1076,8.2,8.2,,
2938,J1077,ALKALIPHILUS LACV MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1077,8.5,8.5,,
2939,J1078,ALKALIPHILUS 3B MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1078,8.5,8.5,,
2940,J1079,HALANAEROARCHAEUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1079,3.6,3.6,,
2941,J1080,HALODESULFURIARCHAEUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1080,,,,
2942,J1081,NATRANAEROARCHAEUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1081,,,,
2943,J1082,HALALKALIARCHAEUM MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1082,,,,
2944,J1083,DESULFURELLA TR1 MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1083,6.0,6.0,,
2945,J1084,THIOBACILLUS PROSPERUS MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1084,2.5,2.5,,
2946,J1085,ANAEROBACTER MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1085,7.0,7.0,,
2947,J1086,PEAT MEDIUM WITH SUCROSE,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1086,,,,
2948,J1087,POREMEDIA B-CYE&#945; AGAR MEDIUM,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1087,,,,
2949,J1088,0.3 x HYPHOMICROBIUM MEDIUM,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1088,,,,
2950,J1089,R AGAR (pH 9.0),1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1089,9.0,9.0,,
2951,J1090,MMJS MEDIUM 2,0,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1090,6.2,6.2,,
2952,J1091,5 x R2A AGAR,1,JCM,https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=1091,7.2,7.2,,
